folder,course_college,class,quality,difficulty,would_take_again,grade,date,comment,tags
05,CSE114 - Stony Brook University,CSE114,1.0,5.0,-1,B,2014-07-14,this guy is terrible. he doesnt make you understand anything goes off on and on about stuff you wont get if you dont study 10 hours a day.,
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,-1,A,2014-09-11,"Professor Paul is willing to help students by all means. Lecture materials are concrete and well-organized. Even though there are a lot of works, they really help guide you through the course. Strongly recommend Professor Paul's classes.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2014-09-14,"Really good professor, definitely take him if you have the chance. Yes he's not easy, but you will learn a lot and I guarantee you will be happy you took him. Even after suffering through some crazy exams I really enjoyed it. He's always happy to go over material in class or in office hours and answer all questions.",
05,CSE114 - Stony Brook University,CSE114,3.0,4.0,-1,B-,2014-10-04,Took CSE 114 second semester freshman year,
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,A+,2014-10-05,"Professor Fodor is wonderful. Although Computer Science by default is difficult, and  the pace of the course is extremely fast, he is always available to help and encourages everyone to ask as many questions as they please. The tests he gives are rather difficult, but if you study the lecture notes, you'll be fine -- especially with the curve.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,B+,2014-10-14,"Great professor. Class is pretty straightforward even for someone like me who had only programmed in BASIC before college. Was very close to getting A- but the final was pretty difficult and it was hard to hand write all those programs in that time frame. If you read the textbook and know the concepts, you will do well.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,B+,2014-10-15,"Fodor tries his best to teach the class, his efforts are made clear when you go to him for help.  The assignments are very clear, and you can pass em by following the textbook. Reading the textbook is as or more important than going to his lectures.",
05,CSE114 - Stony Brook University,CSE114,4.0,4.0,-1,,2014-10-17,"Be sure to keep along with the readings. Homeworks are essential. Final project was a poker game, he gave the GUI but the whole game was a mess to create. Exams gets steadily harder and final is brutal.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2014-10-30,"Prof. Fodor is a great professor, very helpful during office hours. Class is well-organized and covers a lot of material, not an easy class.",
05,CSE114 - Stony Brook University,CSE114,4.0,3.0,-1,A,2014-11-06,"If you had java experiences before(At least you know the concept of the OOP), definitely this class is OK for you. If you never programmed before and have no concept of what OOP and some basic computer concepts are. DO NOT TAKE THIS CLASS because you will have no idea about what you are doing at the beginning. Awesome professor! Highly Recommended!",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,A-,2014-11-11,I am so glad the CS department let Prof. Fodor teach the introductory courses. He genuinely cares for every students and hope you do well. Always there in office hours and willing to help you study the subjects. Lectures are super helpful so attend and participate if you want to improve your grade. One of the professor I ll certainly miss.,
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,A,2014-12-01,Paul Fodor will go down as the best computer science professor at SUNY Stony Brook University.  He is crystal clear in lecture and he is extremely smart and gifted at teaching.  He was able to answer any question from any student throughout the entire semester.  Paul Fodor CSE 114 course is not an easy course but Fodor is always helpful no matter.,
05,CSE114 - Stony Brook University,CSE114,5.0,5.0,-1,Not sure yet,2014-12-16,Dr. Fodor is a dedicated professor and is always there to help his students. I've emailed him at 1a.m. with questions and he got back to me within the hour. CSE114 is a very tough class but he is clear with his expectations from the beginning.  Final exam was ridiculously hard. If you have no prior programming experience I suggest taking 110 first,
05,CSE114 - Stony Brook University,114,5.0,3.0,-1,,2014-12-18,He's not necessarily a tough guy. Just read your textbook (and I do mean read and understand the textbook) and you will ace the exams.,
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,A,2015-01-01,"Professor Fodor has been one of the most respectable, most helpful and one of the most difficult teachers I have ever had the pleasure of being in class with. Despite having no CS knowledge beforehand, I managed to get an A with the aid of professor Fodor. One of the best professors handsdown, would take again.",
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,-1,,2015-01-08,"He is a great professor, excellent lecturer and one of the most helpful toward students you will ever meet. He is willing to help with any kind of problems, his office hours are often full so he extended many of them. He is not easy though, his tests are tough, but the letter grade is based on class performance so it's fair. Highly recommended",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,,2015-02-05,"Great professor for computer science. His midterms are really tough and require alot of studying for passing; don't expect an easy A. Learned alot of useful techniques for general programming, and probably one of the most useful classes I've taken.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,A,2015-02-09,"Prof. Paul Fodor is very humorous in class and helpful in office hours. Crystal clear with a cute accent.  Classes is immersed with comprehensive fundamental knowledge of Java and thinking in Object-Oriented Programming. Very useful class slides, always keep in touch with the newest Java Material, a nice reference even for senior students.",
05,CSE114 - Stony Brook University,CSE114,5.0,1.0,-1,,2015-02-10,Good teacher,
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,,2015-02-24,"Although an ""introductory"" class, do not be fooled. Homeworks are extremely time consuming. Attendance is basically mandatory. Exams are unpredictable & truly test your understanding of the material so study everything. Extremely helpful. Highly enthusiastic and has a signature grin that highlights his delight of rewiring young minds. MUST TAKE!",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2015-03-10,"Fodor has been one of the best professor I had in Stony. Although the class was around 8AM, I was there most of the time because his lectures we informative and easy to follow. He helps you out a lot and his office hours are usually packed with students. Before a test, learn all the functions he expects of you and you will be fine.",
05,CSE114 - Stony Brook University,CSE114,4.0,3.0,-1,A+,2015-04-09,"Paul Fodor is a decent professor. He generally wants his students to succeed and is available for help over email and office hours. His tests are on the difficult side, but theres no reason for you not to succeed if you study properly. His lesson seem kind of boring at times.",
05,CSE114 - Stony Brook University,CSE114,3.0,3.0,-1,B,2015-04-10,"He's a good professor, and really knows his stuff. My Programming Lab is the most obnoxious thing ever, and all the answers are online. Doesn't help enforce the material. GO TO LAB and actually do the labs. Those programs are the kinds he will ask on an exams. He is more than willing to help if needed, but his office hours are always packed.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2015-04-15,"In the Fall of 2014, I took CSE 114 under the guide of Professor Fodor. It is fortunate it have him as a helpful, patience and brilliant instructor. I have known Professor Paul Fodor for over a year and discover him to be not only a reliable, conscientious instructor, but also a hardworking, earnest researcher.",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,,2015-04-18,"Prof. Fodor is AMAZING! I have not had any programming experience, and I decided to take the course anyway. Holy hell, was this course hard, especially for someone with no experience or ANY knowledge at all of programming. I got a 34!! on the first midterm and through a LOTTT of studying and oodles of help from Fodor, I got a B!!! Take his class!!!",
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,-1,A-,2015-04-28,"Fodor is a great teacher, very friendly, knows how to communicate with students.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2015-05-01,"I took cse 114 and 215 with him. He is a very nice professor and although the classes are tough, he does a great job in explaining the materials. Also when you go to his office hours, he is more than happy to help you with your problems.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,B,2015-06-27,Professor Fordor's class is tough but it has to be because of the department. He has so many resources that it is impossible to get below a B if you put in ample time. STUDY AT LEAST 1 HOURS A DAY on just coding on an eclipse for a guaranteed B or above. Always replies to e-mails in under 15 minutes.,
05,CSE114 - Stony Brook University,CSE114,4.0,4.0,-1,B+,2015-08-13,"Professor Fodor is knows all about what he teaches and it shows. His lectures follow a logical difficulty curve, starting with the easier subjects and building towards the more difficult ones. Helping this, he assigns homework every week so that the students can better familiarize themselves with the subject material.",
05,CSE114 - Stony Brook University,CSE114,5.0,1.0,-1,,2015-08-29,Very helpful,
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,B+,2015-08-31,"Professor Paul is the best professor in the Computer Science Department I have ever known! He is a very popular professor amoung CS Students. Everyone loves taking his class. I took CSE 114 with him during Fall 2014, and that was the first CS class I have ever taken. He helped me a lot and he reply email very fast!",
05,CSE114 - Stony Brook University,CSE114,5.0,1.0,-1,A,2015-10-27,"Professor Paul is one of the most influential teachers and friends for my undergraduate. He is my first computer science professor, as well as one of the best professors in SBU CS department. I took his CS introductory courses, where he articulated all aspects of Java and Discrete Mathematics. The courses were very interesting. Highly recommend him",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,-1,Not sure yet,2015-11-13,"Absolute sweetheart. Supportive, crystal clear, and accommodating. He really hasn't forgotten how it is to be a undergrad and he is extremely hard working. Puts his all into everything he does. I will be taking his class again in the next semester and will always take his class if possible! An asset to the CS department.",
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,-1,B+,2015-12-08,Best CS professor in Stony Brook! Very nice to every students and very he is very patience. I took CSE114 with him in Spring 2013 I have lots of  questions and I could not catch up with the lecture and asked lots of stupid questions during that semester. He always explain everything until I understand. Without him I wont word hard in learning CS.,
05,CSE114 - Stony Brook University,CSE114,5.0,1.0,-1,B,2015-12-29,"Professor Fodor is a great teacher for a number of reasons, he doesn't baby his students, he is strict but very fair if you meet him during his office hours. The amount of work you put into his classes has a direct correlation to how well you perform at exam time. 10/10 would recommend to anyone willing to learn with 0 prior coding experience.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,,2016-02-02,"Professor Fodor is one of the best professors I have had at Stony Brook University by far. His lectures are amazing, and if you need any help with anything, he is always there for you. He will answer your emails quickly, and he will do his best to clarify anything during Office Hours.  He inspired me to work hard. Also,this course is not an easy A!",
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,-1,,2016-02-25,"Professor Fodor is a very approachable and cares greatly about  his students. His lectures and instructions were well organized and easy to follow. His exams were fair, but you do need to know the material to do well. I would recommend taking a class with him!",
05,CSE114 - Stony Brook University,CS114,5.0,2.0,-1,A,2016-03-22,"Great teacher. Class had a lot of labs and homework but overall wasn't bad. Learned a lot. If you have questions, you can expect an email answered to you promptly. Test averages were low but he curved. If you study the slides and test the code from it in Eclipse, you should ace the exams.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,Not sure yet,2016-03-26,"Excellent professor.  Really good speed for a person with no prior computing experience. Although it does get harder as the semester progresses, if you stay on top of things, you'l do just fine. Plenty of help provided from him.",
05,CSE114 - Stony Brook University,CSE114,1.0,5.0,-1,,2016-03-31,very tough class I wouldnt take it again..,
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,-1,Not sure yet,2016-04-14,"Easy quizzes, labs, and tests, best CSE prof ever.",
05,CSE114 - Stony Brook University,CS114,5.0,3.0,-1,Not sure yet,2016-05-06,Fodor is the best CS professor that I've ever seen in my life!,
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,B+,2016-08-17,"Professor Fodor is a great instructor! He tries to make sure that the class is engaged in lecture and tries to simplify as many concepts as he can. If you don't understand anything, he will patiently go over the topics you're confused about until you get it. His tests are hard but fair as long as you actually do everything he assigns.","Gives good feedback, Respected, ACCESSIBLE OUTSIDE CLASS"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A,2016-09-13,One of the best professor I have ever had! Really cared for the students and was patient. I will definitely take classes with him if it's possible.,"Gives good feedback, Respected, Caring"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A,2016-09-21,Prof. Fodor is really a nice professor at stony brook. He is very caring for students and expertise in answering questions. Definitely should take his lecture.,"Respected, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,,2016-09-29,"One of the best professors I've had in my freshman year so far; when you get 1-on-1 time with him, say, via appointment as opposed to office hours, he is clearly one of the best teachers (not just saying that because I'm a computer science major). I hope to have him again in my future CSE classes,","Respected, ACCESSIBLE OUTSIDE CLASS, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A-,2016-10-03,"Professor Fodor is a very helpful professor. As long as you stay on top of the material for CSE114, you will do fine. I took this class with no prior programming ed",Gives good feedback
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,,2016-11-03,"Class wise, for anyone who don't have prior coding experience, this class is going to be VERY TOUGH.  Profesor wise, 10/10!!!!! Professor Fodor is the best professor I've ever had. He is very kind, and willing to help his student. He covers a lot of stuff on class but he is willing to explain any doubts. Overall, i'll def  take his class again!!!!",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,,2016-11-30,"GOD TIER!!  I wish I could take him again! Don't be fooled, his class isn't easy. No sirree bob. But he is an amazing professor. His lectures are great and he is so open to questions. His office hours have lines outside them so one on one time with him is limited, but he really is so helpful and such a kind person. IF YOU'RE TAKING 114 TAKE HIM.",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,B+,2017-01-06,"I took CSE 114 with Dr. Fodor this past semester and I must say that I don't think I would have wanted to take it with anyone else. His lectures are clear and he is always available for help. An overall insightful and helpful professor, he's made my first course in Java programming immensely enjoyable.","Gives good feedback, ACCESSIBLE OUTSIDE CLASS, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,,2017-01-11,"A passionate, intelligent  and caring person and an exemplary lecturer. You won't regret taking him.",
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A,2017-01-25,"CSE 114 is a very entry level class for CSE major which is java level I class. it is indeed challenging;however, it's not that hard but it requires quite a lot of energy to do it well. Paul did a really good job in teaching with very clarity. he is always available for answering any questions.","Inspirational, ACCESSIBLE OUTSIDE CLASS, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,,2017-03-02,"I took Professor Fodor's CSE 114 class in the fall. I loved attending his lectures as it is straight to the point and good pacing. Passing the course is no problem if you put the work in go to office hours. Tips for new students taking his classes, make sure to go early because his office hour line is always extra long!!","Gives good feedback, Respected, ACCESSIBLE OUTSIDE CLASS"
05,CSE114 - Stony Brook University,CSE114,5.0,5.0,1,A+,2017-03-06,He's great.,"Get ready to read, Skip class? You won't pass., LOTS OF HOMEWORK"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2017-03-21,One of the best professor in SBU. I took Professor Fodor's CSE114 and his lecture is inspirational with simple example.,
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2017-03-28,"Fodor is one of the best and respected professor in the CS department. His mind is intelligent and he has lots of patience for his students. But if you take this course, you will be ready to spend lots of time on it because it is tough and also required for declaring CS major.","Tough Grader, Respected, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A,2017-04-04,Very nice professor. He is cute.,"GRADED BY FEW THINGS, Caring, EXTRA CREDIT"
05,CSE114 - Stony Brook University,CSE114,5.0,5.0,1,A,2017-04-05,Super nice professor.,"Respected, Skip class? You won't pass., Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,B+,2017-04-11,"Professor Fodor is single handedly the best professor I've ever had at Stony Brook. His material is challenging, but he articulates it in a clear manner, and also goes out of his way to help any student he sees struggling. His kindness make him very approachable and it's obvious that he cares about his students success.","Inspirational, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2017-04-24,"I have taken CSE 114 with Professor Fodor and am currently a TA for this respective class. Working with him has been an absolute pleasure, his commitment and dedication to helping students learn is second to none.  His courses have high standards but are designed to challenge and bring the best out of each student.","Gives good feedback, Respected, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A,2017-05-12,Professor Fodor encourages questions in lecture and maintains a good pace overall. His teaching style is one of the best Ive seen by far. One of his best qualities is that he is very approachable and takes the time to help students on their programming projects. He's is truly passionate about what he does and he cares about his students.,"Respected, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A,2017-05-17,Excellent professor and takes care of students like no other.,"Respected, Inspirational, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,4.0,5.0,1,Rather not say,2017-05-20,"He's a nice person and decent professor, but it's just that there was barely any curve this semester due to the increase in the amount of pro coders and people who really pay attention, which led midterms and final averages to increase significantly from last year/semester, which puts people who score lower at a HUGE disadvantage","Tough Grader, GRADED BY FEW THINGS, LECTURE HEAVY"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A-,2017-06-23,The professor that cares about each individual students the most! Very generous of his time and very helpful and patient.,"Inspirational, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A,2017-07-23,"He really cares about his students' success, and he is always available during office hours. Really interesting lectures.","Respected, Inspirational, ACCESSIBLE OUTSIDE CLASS"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,A,2017-09-11,Professor Foder is one of the best professors in the CSE department. He was very clear about the lecture slides and was patient and nice when you ask questions. His office always has a long line so be sure to go in advance of the office hour. He will curve the grade and give partial credits. I will definitely take him again.,"Gives good feedback, Clear grading criteria"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,A,2017-09-14,"If you are new to computer science, take his class! He made every point so clear so was super helpful! Easily the best professor I had.",
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A,2017-09-19,Paul Fodor is one of the best professor I have ever seen. He teaches you real stuff and explain every point clearly. He is always happy to help you with your questions.,"Gives good feedback, Respected, Inspirational"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A,2017-09-22,Professor Fodor is the best professor ever in computer science department. His lectures are engaging and in depth. And he is respected because he truly cares about his students and wants to help them succeed. I strongly recommend anyone who is willing to learn stuff to take his course. You won't regret for taking courses with him.,"Respected, ACCESSIBLE OUTSIDE CLASS, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,B+,2017-11-19,Professor Fodor is one of my favorite professors at Stony Brook. I took CSE114 with him which was interesting and very informative. He gives a lot of examples to help explain the material. He is also super helpful during office hours because he very patient and truly cares for his students. He would take his time to meet with every single student.,"Clear grading criteria, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CS114,1.0,5.0,0,,2017-12-21,I honestly dont know why he is popular. He literally reads everything from the slides. Only the people who have programming experience do good. he is the worst professor.,"Tough Grader, TEST HEAVY, Tests are tough"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A,2018-02-11,"Dr. Fodor is one of the absolute best professors in the SBU CS department. He was my first interaction with the department in CSE 114 my first year at SBU, and to this day, his encouragement and guidance in and out of the classroom have left a lasting mark on me. The course is by no means easy, but everything just clicks with Dr. Fodor. 110/10.","Respected, Inspirational, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,2.0,1,,2018-03-19,"Professor Fodor is an inspiring teacher who makes an introduction to learning JAVA truly exciting and productive. We were introduced to the basics of intro programming through simple assignments &amp; lectures that gave us glimpses into real world applications. Prof Fodor was also very helpful, supportive, and friendly at office hours which was awesome","Respected, Inspirational, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,B,2018-03-28,"Great Teacher, Helps his students",
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,,2018-05-22,I took CSE114 online with Professor Fodor in Summer 2017. Everything was due online but we did have to come to campus twice for our exams. I loved how clearcut the expectations were from day one. The professor was always on well before the start of the class to answer questions. He's definitely one of my favorite professors at Stony.,"Respected, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CS114,5.0,5.0,1,A-,2018-07-30,He usually gives you a chance for extra credit if you don't satisfy with your test score.,"Gives good feedback, Respected, BEWARE OF POP QUIZZES"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A-,2018-11-06,"Great professor, definite the professor you want to take in Stony Brook.","Respected, Get ready to read"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A,2018-11-07,Very clear instruction. He will go out of his way to help you and ensure that the information is understood. I left class feeling that I understood the information very well and with a project I could put on my resume.,"Gives good feedback, Respected, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,2.0,1,A,2018-11-18,My favorite teacher in my 4-year college life!,"Gives good feedback, Respected"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A-,2018-11-22,I took CSE 114 with Prof. Fodor and found that he was a very talented lecturer who conveyed knowledge in a clear way. His projects and homeworks are well targeted to improve understanding and grasp of the material. The course was also well organized with an interesting final project. I'm grateful I had Fodor as my professor. I learned a lot.,"ACCESSIBLE OUTSIDE CLASS, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CS114,5.0,2.0,1,A,2018-12-04,I will try to take any class with professor Fodor.,"Gives good feedback, Respected, Inspirational"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A-,2018-12-13,"He is a nice person, who is patient and willing to answer students even after classes. What he taught in cse114 is really helpful in my further study. The quiz hand out in the class is not difficult and can help student better understand about the course. It's a fundamental course in cs. I believe professor Fodor will help you a lot.","Gives good feedback, Participation matters, Clear grading criteria"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,,2019-01-07,"Excellent professor. I took CSE 114 with him and he was very helpful and responsible, he solves the homework problem with the student, he likes to help the student.","Gives good feedback, Respected"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A-,2019-02-13,Paul Fodor is one of the most highly respected teachers in Stony Brook and he is a great Introductory Computer Science Teacher. I had the pleasure of taking his class and he just loves to make sure that everyone in the class understands whats going on and he gives reasonable expectations for his class. Definitely a favorite of mine.,"Gives good feedback, Respected, ACCESSIBLE OUTSIDE CLASS"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A-,2019-03-06,"Professor Fodor is one of the best professors at Stony Brook. I took CSE 114 with him, and I learned a lot from him. His expectations are clear, and if you work hard, it will be a very enjoyable class and a great experience.","Respected, Inspirational, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,B,2019-05-08,"Good Professor to take for CSE114. Always available on his office hour. If you have any problem with your HWs just go and ask, and he is always willing to help you. BTW, his accent is cute lol. CSE114 is intensive so beware of the workload, do your best time management. His 307 is also good depends on what I heard from my peer classmates.","Accessible outside class, Inspirational, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,B-,2019-05-10,"I took CSE 114 and CSE 215 with Professor Fodor. He gives good guidance to his students and doesn't rush his lectures. He's easy to talk to, especially during office hours as long as your questions are thought out. As long as you manage your time well, he can truly help you to understand the topics that he teaches.","Gives good feedback, Accessible outside class, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,A,2019-07-22,He really goes in depth to make sure everyone in the lecture understands the topic and is willing to give students as much help as possible.,"Gives good feedback, Respected, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2019-10-16,"Professor Fodor's lecture was effective and clear, and always learned a lot. You must go to the lecture to get a good grade, also of course truly learn some stuff. Professor Fodor is super nice, don't be afraid to ask him questions.","Gives good feedback, Respected, Inspirational"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2019-12-09,This man made me love CS. Amazing professor.,"Gives good feedback, Accessible outside class, Inspirational"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,,2020-01-27,"Professor Fodor is an excellent lecturer and professor. His lectures is one of best I had in my college life, he understands the material very will and is able to explain it to the students. He is always very kind and patient in his office hour, and is always willing to help students with homework questions and course materials.","Accessible outside class, Amazing lectures"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,,2020-03-12,"Had CSE114 with Prof Fodor, and it was one of most helpful and remarkable courses I ever took. I was not knowing much about computer science, but his course helped me so much on understanding major concepts of it along with very practical coding practices. Prof Foder is very helpful and patient with students. Take his courses! Highly recommended!","Accessible outside class, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,Not sure yet,2021-04-08,He's amazing! So helpful and caring!,"Respected, Accessible outside class, Inspirational"
05,CSE114 - Stony Brook University,CSE114,4.0,3.0,1,Not sure yet,2021-11-08,"Fodor is good at explaining and goes in-depth on the material. He uses slides, but he'll use other means too such as a chalkboard to demonstrate. Leaves room to ask questions in class, so while you can attend fully online if you want, it's better to be there to ask q's. Labs/hw can b tricky but not bad if you pay attention and study as fit!","Gives good feedback, Participation matters, Lecture heavy"
05,CSE114 - Stony Brook University,CSE114,5.0,3.0,1,C,2021-12-16,"I love this professor. I was going through a really rough time mid-semester and ended the semester with a C in the class. Even though I got a C, Fodor is a great teacher that cares about his students and is willing to give extensions.","Respected, Lots of homework, Amazing lectures"
05,CSE114 - Stony Brook University,CSE114,1.0,4.0,-1,C,2022-05-15,Professor Fodor is not the worst but not the best I give him a poor rating because he does not respond to emails. He gives little curving from the cutoffs. He gives 10% on labs for 30 labs. Strict grader for exams worth 25% each and doesn't match practice sample and unfortunate for people who have huge anxiety and are not great test-takers.,"Tough grader, Lots of homework, Test heavy"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,A,2022-05-17,Best CS prof,"Amazing lectures, Caring, Respected"
05,CSE114 - Stony Brook University,CS114,5.0,4.0,1,A,2022-06-02,"Fodor has taught over 16 different classes at SBU and if I could, I would have taken more. He has treated me with respect, is a consummate professional and  goes by his word. Although he has recently had a baby, he never cancelled our class and I never felt rushed when I asked a question/needed help. One of the best Prolog researchers in the world.","Inspirational, Caring, Respected"
05,CSE114 - Stony Brook University,CSE114,5.0,1.0,1,A,2022-12-30,tests are very easy and correspond to his lectures. He's also very understandable labs are not mandatory and all you have to do is submit the easy assignment. also offers an easy extra credit to boost your grade. final is not cumulative so you dont have to study many topics. Also records lectures.,"EXTRA CREDIT, Amazing lectures, Clear grading criteria"
05,CSE114 - Stony Brook University,CS114,5.0,3.0,1,A,2023-02-27,Amazing proffessor,Inspirational
05,CSE114 - Stony Brook University,CSE114,5.0,4.0,1,A,2023-12-16,"Best professor to take 114 with, no doubt. Built a strong foundation in Java taking this course.","EXTRA CREDIT, Amazing lectures, Respected"
05,CSE114 - Stony Brook University,CS114,5.0,1.0,1,Not sure yet,2024-04-16,"THE BEST PROFESSOR YOU CAN GET FOR THIS COURSE. Super caring about his students. Always says ""I want to help you"".","Amazing lectures, Clear grading criteria, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,A-,2024-05-18,FODOR THE GOAT!,"EXTRA CREDIT, Amazing lectures, Respected"
05,CSE114 - Stony Brook University,CSE114,4.0,3.0,1,B-,2024-12-20,He cares about his students and is always open to helping you out if you're struggling. He assigns a reasonable amount of homework and labs. You'll build a strong foundation of Java taking his class. Only reason my grade is low is cause I didn't apply myself in the beginning.,"Clear grading criteria, Caring, Respected"
05,CSE114 - Stony Brook University,CSE114,4.0,3.0,1,A,2024-12-27,"Best prof you could get, just because the other options are so much worse in comparison. He records his lectures and his labs have flexible times so you basically build your own schedule. Bit of an accent and the labs did get ahead of lecture material sometimes but not too hard to figure out. The extra credit gave four entire points to your grade.","EXTRA CREDIT, Clear grading criteria"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,A,2025-02-13,HE IS THE GOAT!!!,"EXTRA CREDIT, Amazing lectures, Caring"
05,CSE114 - Stony Brook University,CSE114,5.0,2.0,1,B,2025-12-18,"He is the GOAT. His lectures are easy to understand and he records his lectures. For exams, you have to understand the concepts of the material in the slides, if you want to be more in depth you can always use the book. Lastly, if you ever are struggling, just go to his office hours or meet him after class, he will help you understand everything!","EXTRA CREDIT, Gives good feedback, Hilarious"
05,CSE114 - Stony Brook University,114,5.0,3.0,1,A,2026-04-15,Goated prof for 114,"Amazing lectures, Inspirational, Respected"
06,CS122 - Carnegie Mellon University,CS122,1.0,4.0,0,C-,2016-12-26,One of the worst professors I ever had. Avoid him at all costs.,"Tough Grader, LOTS OF HOMEWORK, LECTURE HEAVY"
06,CS122 - Carnegie Mellon University,CS122,3.0,4.0,1,B+,2017-01-18,Really nice guy and an okay teacher but the lecture notes are way way wayyyy more helpful than his lecture,"LOTS OF HOMEWORK, TEST HEAVY"
06,CS122 - Carnegie Mellon University,CS122,1.0,1.0,0,B,2017-02-12,Avoid him at all cost. Toxic professor.,"Tough Grader, BEWARE OF POP QUIZZES, TEST HEAVY"
