folder,course_college,class,quality,difficulty,would_take_again,grade,date,comment,tags
01,AY101 - University of Alabama,AY101,5.0,1.0,1,A+,2021-11-08,"This was one of the few classes at Alabama that I actually found interesting and I'm a Finance Major. GO TO CLASS, he will have pop quizzes on the clickers and the answers are obvious if you just pay attention 70% of the class. Hw is easy so don't stress about that. Test are super straight forward, just study the slides he goes over in class.","Skip class? You won't pass., Beware of pop quizzes, EXTRA CREDIT"
01,AY101 - University of Alabama,AY101,3.0,4.0,1,Not sure yet,2022-02-22,"Mr. Irwin is a good professor, however he definitely makes you work for the A. He has many other opportunities to get a better grade from his in class lecture questions and homework, however this is a bit difficult if you're not a science person. GO TO CLASS. if you miss more than 8 classes, you wont pass. Very understanding though.","Accessible outside class, Skip class? You won't pass., Beware of pop quizzes"
01,AY101 - University of Alabama,AY101,4.0,3.0,1,Not sure yet,2022-03-29,"Mr. Irwin is a really good professor and super understanding. However, it's definitely not a class you're going to breeze through. You need to really study for his exams bec he likes to see his students challenged. He is very accessible outside of class but he requires you to earn your A in his class. He's a good professor, just a bit difficult.","Participation matters, Caring, Accessible outside class"
01,AY101 - University of Alabama,AY101,4.0,3.0,1,,2022-04-06,not textbook heavy notes will come from his power points which he puts on blackboard every class. The homework once a week over 2-3 chapters and 40-60 questions pretty easy to get through. Takes attendance is via online questions during class but drops 8 of the lecture questions. grading scale is less harsh compared to the normal grading scale.,"Clear grading criteria, Lecture heavy"
01,AY101 - University of Alabama,AY101,4.0,3.0,1,A-,2022-12-05,"Mr. Irwin is such a kind soul! He genuinely loves what he's teaching and responds to all of his emails. That being said, it's definitely a hard class if you're not a science person. He likes to challenge his students, and he gives clicker questions that are super easy to answer for attendance. His grading scale is less harsh than most teachers tho!","Participation matters, Beware of pop quizzes, Accessible outside class"
01,AY101 - University of Alabama,AY101,5.0,3.0,1,A+,2023-11-07,"Professor Irwin is so great, and this class was so interesting. He takes attendance through clicker questions (easy), but you get 8 free absences. Lectures are long but interesting. Easily accessible during office hours. Easy homework, and tests are straightforward. Great class, would highly recommend Dr. Irwin.","Participation matters, Lecture heavy, Accessible outside class"
01,AY101 - University of Alabama,AY101,5.0,1.0,1,A,2023-12-15,"Irwin is very passionate about his material and teaches it in an effective way. Don't let reviews of difficult tests scare you, as long as you actually show up and pay some attention, the tests are very easy and up front. He's a great guy on top of that and wants the best for his students.","Clear grading criteria, Caring, Lecture heavy"
01,AY101 - University of Alabama,AY101,4.0,3.0,1,B+,2024-01-02,"He is a good professor; astronomy isn't something that I cared about enough to pay good attention to. An 85 is an A-, so take that as you will. You get 8 missed classes, but it is graded by in-class questions pertaining to the lecture, and it is scantron tests","Participation matters, Clear grading criteria, Lecture heavy"
01,AY101 - University of Alabama,AY101,5.0,3.0,1,B+,2024-01-10,I loved him! I took this class for a science credit and it was well worth it. Definitely recommend!,"Amazing lectures, Clear grading criteria, Accessible outside class"
01,AY101 - University of Alabama,AY101,4.0,2.0,1,A-,2025-11-13,"Irwin is a great professor for Aystronomy 101 your grade depends on tests, attendance quizzes (although your lowest 12 get dropped) I studied the night before exams with his provided study guides or just google a quizlet and you'll be able to pass (his grading scale is different so don't freak out 86 is an a and his class).","Participation matters, Clear grading criteria, Gives good feedback"
02,CS15122 - Carnegie Mellon University,CS15122,3.0,4.0,0,A-,2017-04-28,"Not bad, but his lectures are very hard to understand. Don't worry, though, the lecture notes are quite comprehensive.","LOTS OF HOMEWORK, Clear grading criteria, Caring"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,0,B,2017-12-18,"Iliano is the least caring professor on the face of the planet. He thinks that curves are only in place to accommodate for mediocre students. However, there are other factors like tough tests and terrible teachers.","BEWARE OF POP QUIZZES, Tests are tough"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,0,,2018-09-12,"Course material was good, class was horrible. Written assignments were a guessing game of &quot;What does Iliano want?&quot; Not fun. Did better after not going to lecture. :(","LOTS OF HOMEWORK, BEWARE OF POP QUIZZES"
02,CS15122 - Carnegie Mellon University,CS15122,2.0,5.0,0,,2018-10-15,It's so hard to hear what he is saying and his accent is thick. Everyone falls asleep in his lecture which means you need to take time out to read lecture notes in order to know what you were supposed to learn. His TAs are terrible and I can never make his office hours. I wish I didn't have to take this course with him,BEWARE OF POP QUIZZES
02,CS15122 - Carnegie Mellon University,CS15122,4.0,5.0,1,,2019-01-13,"Iliano's lectures are a great complement to lecture notes. While lectures notes are ultimately more essential, his lectures give a good reasoning for the material we learn. I have been to his office hours and he tried to help me become an independent learner rather than depending on help. He's a nice guy and a tough professor.","Tough Grader, LOTS OF HOMEWORK, Caring"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,4.0,1,,2019-04-22,"Iliano teaches really well, and his lecture flows are pretty good. He leads you from simple ideas and go to more complex ones. If you follow along, his lectures are pretty helpful in understanding the context. I got intimidated by the reviews on this website prior to selecting the course, but he's actually a very nice guy. Encourages learning.","Inspirational, Test heavy, Beware of pop quizzes"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,0,Not sure yet,2019-10-07,If you want to do well in written homework... you'd better be good at guessing what iliano wants you to do.,"Lots of homework, Skip class? You won't pass., Tough grader"
02,CS15122 - Carnegie Mellon University,CS15122,4.0,4.0,1,,2020-05-15,"I honestly don't understand why people are so critical of this class. I really enjoyed the course, and the grading structure (how much of your grade counts based on exams) imo is very fair. There are many things you can read to help get you to understand the material without the lectures, and OH lines are never long.",Beware of pop quizzes
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,0,,2020-08-01,"Has completely taken all the fun out of learning computer science. Although the course content is important, it is taught in a way that doesn't show its practicality, which makes it a huge slog to the end. The things we learn at the beginning of the course suddenly become moot when we transition to learning a new language at the end.","Lots of homework, Lecture heavy, Tough grader"
02,CS15122 - Carnegie Mellon University,CS15122,4.0,5.0,1,B,2020-08-08,"I dont think he deserves the grade he gets, hes actually a great professor. The class is just really hard and I think thats why people often score him so low but I dont think the difficultly changes between whichever prof you take it with.","Test heavy, Clear grading criteria, Tough grader"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,0,B,2020-11-21,Avoid at all costs if possible. Really unsupportive and does not really care about students.,"Lots of homework, Participation matters, Beware of pop quizzes"
02,CS15122 - Carnegie Mellon University,CS15122,3.0,2.0,1,A,2021-01-25,"Iliano is not a terrible professor, but his lectures are pretty boring. I did fine in the class by attending supplemental instruction sessions once a week rather than watching lecture. You were able to see your predicted grade throughout the course. I think the difficulty rating is deceiving; the hw is doable, just needs more time than some give it",Lecture heavy
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,0,A,2021-03-06,"Literally the worst. Absolute Garbage. Cannot tell you enough avoid his course (15122) at all costs, and only take it if it's absolutely necessary (required by your major).",Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,0,Drop/Withdrawal,2021-06-02,DO NOT TAKE HIS COURSE. Iliano was hands down the most uncaring and straight up mean-spirited professors I have ever had. He goes out of his way to humiliate and degrade his students. He caused me to have a full blown panic attack in the bathroom of Gates,"Test heavy, Tough grader"
02,CS15122 - Carnegie Mellon University,15122C,2.0,3.0,0,B,2021-06-04,"Iliano is intimidating. Meeting with him one on one made me a little scared and judged. That being said, he knows his stuff. He is smart and gives interesting lectures. Just not approachable.",Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,0,,2021-06-22,"Quite possibly one of the worst professors I've ever had at CMU. If this class isn't a requirement for you, do not take it. If it is, grind on the homeworks because you will do miserably on all the exams.",
02,CS15122 - Carnegie Mellon University,CS15122,1.0,1.0,0,,2021-11-21,RRRRRRUUUUUUNNNNNNN,"Lots of homework, Test heavy, Tough grader"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,0,C+,2021-12-13,"I genuinely liked the material, although I didnt get the best grade I liked what the class was about. However, the Professor made it hell. Where do I start, from telling me I dont know anything about coding and wont get any internships to telling me I have dumb questions. Id get humiliated every time and cry after OH with him. Avoid this class!",Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Rather not say,2022-03-04,"Class content&#39;s great, but the lecture, homework, and exams are just not designed for you to understand even you know the concepts and study a lot.","Tough grader, Lots of homework"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2022-04-22,Just not a good lecturer. I complete this course by notes and attending recitations.,Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2022-04-22,"The most intimidating professor I've had at CMU. Not easy to approach. Randomly accuses people (not me though) of cheating. 
I'd say his lectures were generally good though. I liked the way he explained certain topics. If you skip lecture often, at least try to go to the binary search one, cause it's probably the most interesting lecture.",
02,CS15122 - Carnegie Mellon University,CS15122,5.0,1.0,1,Not sure yet,2022-05-03,"This is a very difficult course, however, Illiano is a great lecturer and explains the topics very well. The course has 2 midterms, each worth 12.5%, which are the worst part of the class because they are time-crunch based exams. However, the class is doable because homeworks are worth 50% of your grade. Put in effort, youll be fine.","Tough grader, Lecture heavy, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,1,D,2022-05-16,"The class material itself is hard, and he doesn't really make it any better. You will feel like you are constantly humiliated.","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Rather not say,2022-10-06,It's not his fault. It's my fault,"Tough grader, Lots of homework, Lecture heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C,2022-11-02,"For the first midterm, he'd rather change the marking rubric and let TA mark all over again than curving. He made the course so hard that it is an emotional damage. I heard from all of my friends that you can spend all time studying and still get a B. Iliano says 15122 is hard because it gets you prepared for 15213 but it is way too hard.",Lots of homework
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Drop/Withdrawal,2022-12-05,Really bad professor. He doesnt care about his students at all. Its like he gets an ego boost about his course if the students are struggling. Would not recommend,
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2023-01-17,"Too many hws, heavy exams, heavy course","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,5.0,4.0,1,A,2023-01-17,Very good once you get used to him,Hilarious
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2023-01-19,"I took 15-122 as the very first CS introductory class at CMU. The assignments had little to no rampups, and the tests were brutal. The ""curve is bad for you"" mentality invented by Iliano and the merciless grading policies made me question if all CS classes are like this. The answer is no. Just know you are doing great no matter what grade you get.","Tough grader, Lecture heavy, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,F,2023-02-27,he is so nice!,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,,2023-03-13,horrible teacher.,
02,CS15122 - Carnegie Mellon University,CS15122,2.0,5.0,-1,Not sure yet,2023-04-20,"If you put in the work, you should be able to get about an A average on your homework. The difficult part is getting good grades on the 16 page long midterms. My best recommendation is to refresh yourself on major topics, and most importantly, to get a good nights sleep before the exam. It is basically a reading comprehension test.","Tough grader, Get ready to read"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,-1,C,2023-05-10,"I've tried to talk to Prof. Iliano a few times, and every time I did I just felt worse; He was very condescending and never really answered my questions, but just made me feel dumb. Prof. Dilsun is not like this however: she takes time to help and is very caring. The class is hard but just push through and focus on learning and you'll be ok.",
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2023-08-31,He cares so much to his students.,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,1.0,1,A,2023-09-18,"This course is amazing. While initially the point-to proofs could take some time to grasp, the overall workload is light. Expect each written assignment to take 1-2 hours and each programming assignment 1-2 hours per week. The labs are Monday are also fun and you get free ducky for doing the optional problems ;)","Participation matters, Inspirational, Respected"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,Rather not say,2023-10-07,bad professor.,"Tough grader, Lots of homework"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,1.0,1,A,2023-10-28,He is very nice,"EXTRA CREDIT, Lecture heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,F,2023-10-28,he is no nice,"Tough grader, Lots of homework, Hilarious"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,1.0,1,A,2023-11-16,"The course is fun overall but the lectures are kind of long. The lectures are sleepy, so you need to bring a pillow to the class. Also, you better bring a pillow for your pillow because your pillow may also fall asleep.",Inspirational
02,CS15122 - Carnegie Mellon University,CS15122,4.0,3.0,1,A,2023-12-17,"Illiano's a nice professor! Very responsive over Diderot. I remember looking at this page before I took the class and being very worried by all the reviews here - don't put too much stock into them.

Some of the grading of the writtens/exams often felt pedantic. The midterms are way too much of a time crunch (especially the first!) in my opinion.","Test heavy, Online Savvy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2023-12-19,Generational trauma @ CMU,"Tough grader, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,,2023-12-31,this course is so great,
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Incomplete,2024-02-16,"He is the complete opposite of the tags I chose. I had to leave campus for a sports event (varsity), so it's pretty important. But he chooses to not give us any extensions or any sort of help even though we do not have the same resources as on campus. He needs to treat his students the way he wants to be treated.","Amazing lectures, Gives good feedback, Respected"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C+,2024-02-17,"This was not only conceptually difficult, but also very tedious. It truly was one of the hardest classes I took.","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2024-02-17,Very rude & condescending,
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,B+,2024-02-20,Grrrrrr Iliano is the worst,
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Rather not say,2024-02-20,His accent is so thick,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C,2024-02-20,Just a terrible professor,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C,2024-02-22,He is very unrealistic with what he expects from his students.,"Tough grader, Lots of homework, So many papers"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C-,2024-02-22,"Apparently he makes the tests harder each year, which just messes everybody up. He is a terrible professor","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,C-,2024-03-14,Just terrible,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,C-,2024-03-14,Has insanely high standards and is extremely strict,"Tough grader, Lots of homework, So many papers"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,C-,2024-03-18,"He probably has a low EQ as he always talks in a condescending manner, even in lecture and OH.","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2024-04-12,"This course has been miserable. Do not take 15122 unless you absolutely have to, and if you do prepare to for a semester of pain.","Tough grader, Lots of homework, Lecture heavy"
02,CS15122 - Carnegie Mellon University,CS15122,4.0,5.0,-1,A,2024-05-07,Excellent lecturer but the course is very very hard... You have to do a lot of work for extra credits if you do not do good on exams. Do not take this course unless it is mandatory for your degree :(,"Tough grader, EXTRA CREDIT, Amazing lectures"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2024-08-27,"I heard that he made the course easier where writtens are less valued in the course. However, the past semesters have struggled...","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,2.0,1,A,2024-10-15,"Iliano is an amazing lecturer but he is sarcastic to his students. However, I didn't go to OH a lot so it was fine for me.","Amazing lectures, Hilarious"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,A-,2024-10-30,He's honestly abrasive and doesn't care about his students. Sticks out like a sore thumb in the SCS faculty.,Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C,2024-12-03,"He's honestly so bad, please avoid taking him at all costs. He doesn't teach you anything -  you have to teach yourself whatever is to be expected, and everyone in the class agrees upon this consensus. He is also one of the least empathetic people I've ever met. He literally said he doesnt care if your family or pet dies - your hw is still due.",
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2024-12-06,made me cry in the 6th floor gates bathrooms after oh,"Lots of homework, Lecture heavy, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,4.0,-1,C,2024-12-07,"Probably the worst professor I've had at CMU. If possible, avoid him for 122, he does not care about his students and is completely unapproachable. Decent lecturer but that doesn't make up for how condescending and awful he is in person. Save yourself from a mountain of unnecessary stress if you can.",
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,,2024-12-10,Unnecessarily difficult for what the course is. Wording of the questions are incredibly confusing for no reason. Absolutely tragic.,"Get ready to read, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,,2025-01-14,no bueno para estudiar con iliano. le recomiendo que toca anne,"Tough grader, So many papers, Lecture heavy"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,4.0,1,,2025-01-29,He is very understanding and caring. He was extremely helpful and supportive when I had personal issues during the school year. In addition the course materials were certainly very useful - prepares you well for future classes and career in cs.,Caring
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,A,2025-03-17,Just not a good guy nor a professor,
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,-1,Not sure yet,2025-04-02,"I don't really find him very useful, since the writeups for some of the practice problems are just not worded in a way that an average person can understand them.","Get ready to read, Beware of pop quizzes, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,5.0,1,A,2025-04-18,"Tough class, will effectively be a part-time job in itself on top of the rest of your courses, I clocked in probably an average of 25 hours a week. But you learn a lot, and the professor is genuinely good at teaching, plus there are abundant resources. I got several 70% grades on check-ins halfway through but turned it around.","EXTRA CREDIT, Clear grading criteria, Lots of homework"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C,2025-04-30,Dont take his course unless you have to,Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,-1,B,2025-05-06,"Avoid him by all means. He is not understanding of students situations, both financially and emotionally. Personally I did not have issues but so many of my classmates had issues because he required students to get a tablet when they couldn't afford it. In terms of teaching he clearly thinks he has gods gift, but he does not, he is just rude.",Tough grader
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2025-05-06,Bad prof avoid at all costs,
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,C+,2025-05-08,Iliano lacks any care towards his students,
02,CS15122 - Carnegie Mellon University,CS15122,5.0,4.0,1,,2025-05-11,"Prof Iliano is an effective, clear lecturer, and his class is very well-organized. I believe the negative comments about his personality are outdated. He is nice now and hilarious during lectures.","Get ready to read, Amazing lectures, Hilarious"
02,CS15122 - Carnegie Mellon University,CS15122,5.0,4.0,1,A,2025-05-15,"Fantastic lectures, difficult but extremely rewarding class.","Amazing lectures, Clear grading criteria, Lots of homework"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,D,2025-05-21,"I genuinely believe that this professor is evil. He actively searches for students who are cheating, and you can get falsely accused and you will get a NEGATIVE 100 score on that assignment. The line to get an appeal takes over a semester because so many people are accused. Highly highly avoid this professor if you can.","Tough grader, Get ready to read"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2025-11-17,"Illiano is literally trying not to be a human with his new grading criteria. A lot of people had to drop the class because 72% of your final grade is based on min (weekly quizzes, homework). His class average may seem a little reasonable because all the Cs and some low Bs dropped, so the ones remaining are just As and high Bs competing.","Hilarious, Test heavy, Graded by few things"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,B,2025-11-17,"Iliano has designed 122 in an evil manner, taking the minimum grade of your weekly quizzes and your programming projects for 72% of your grade.that means all my programming projects, well over 50 hours of work this sem. will have been for nothing. Iliano is evil and has no regard for his students effort. Good luck if you ever take 122.",Tough grader
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,C,2025-11-21,I don't want to study cs anymore after taking his 15122 in spring.,"Tough grader, Lecture heavy, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2025-11-29,"No class at CMU has made me feel this terrible ever in my life. Every week, it feels like a boulder is resting on your shoulders but will never fall off unless it just crushes you. This class made me burnout so quickly that I'm rethinking my major and future plans since I've never put in so much work into something just to get nothing back.","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,Not sure yet,2025-12-02,"I am friends with TAs who have given me info on Iliano's grading system. It's designed to punish students cheating with AI, but it instead makes the course weigh 97% on in-class quizzes and the final exam, with our long homeworks being worth 0%. The average looks good, but it's because so many people already know these topics or dropped the course.","Tough grader, Test heavy, Graded by few things"
02,CS15122 - Carnegie Mellon University,15122C,5.0,1.0,1,A+,2025-12-15,-   -  -  -,Caring
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,A,2025-12-15,"Genuinely Prof Iliano needs to read the questions on Ed. Whenever someone asks a completely reasonable question about content on an assignment/upcoming weekly quiz, he always says something like ""read it more closely"" even when the question is reasonable and it's clear that ""reading it more closely"" or ""thinking about it more"" isn't going to help.",Tough grader
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,Rather not say,2025-12-25,"Taking this class felt like paying thousands to be gaslit twice a week. The professor doesn't teach&#8212;they walk in, read a dated PowerPoint in a monotone, and call it a lecture. When I asked about a grade, I got a blank stare. If you like confusion and teaching yourself via 2 a.m. YouTube, this is the prof for you.",
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,F,2025-12-25,"Avoid this professor if you value your GPA and sanityThey are incredibly unorganized, and the syllabus is more of a suggestion than a rule. Assignments are graded based on arbitrary criteria that aren't mentioned in the prompts, and feedback is non-existent.","Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,Rather not say,2025-12-25,-- - - - - - - -,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,B,2025-12-25,Very Harsh,
02,CS15122 - Carnegie Mellon University,CS15122,5.0,3.0,1,A,2026-01-06,"Probably the most overhated professor at CMU. Checkins were fair with respect to course content taught and tons of practice were given before every checkin. Professor was also very approachable in OH. If you understand the practice materials given deeply, you will do well in the class.",
02,CS15122 - Carnegie Mellon University,CS15122,1.0,5.0,-1,A,2026-01-23,the rating score is inflated.,"Tough grader, Hilarious"
02,CS15122 - Carnegie Mellon University,CS15122,4.0,4.0,1,A,2026-02-17,"Iliano is an experienced professor with extremely detailed slide decks. He gets a lot of unwarranted hate for his strict AIV policy, but he has it because he cares about the rigor of the class, and that people truly understand the material. That passion comes through in his teaching, and he's a pretty funny guy when you get past the rough exterior.","Clear grading criteria, Lots of homework, Respected"
02,CS15122 - Carnegie Mellon University,15122C,1.0,5.0,-1,B,2026-02-25,dont take it,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,-1,Not sure yet,2026-03-25,Take Anne instead,"Tough grader, Lots of homework, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,2.0,5.0,-1,,2026-04-15,"The prep materials we got is NOT useful. The syllabus is unfriendly and I feel deparate for this course. The profs just gave out weird questions that we've NEVER practices before. They just said we need to practice more and find a good method. I am not enjoying this course, I'm suffering.","Tough grader, Participation matters, Test heavy"
02,CS15122 - Carnegie Mellon University,15122C,5.0,5.0,1,A,2026-04-27,"Incredible learning experience. Tough, rewarding class.","Tough grader, Amazing lectures, Test heavy"
02,CS15122 - Carnegie Mellon University,CS15122,1.0,4.0,-1,B,2026-05-31,"He tries to make lectures interesting, but I personally don't think he succeeded much at it. One of his worst traits is how he answers discussion board questions with his own questions or ""read the prompt more carefully."" You actually have to pray that a TA or the other prof answers your Ed questions instead if you want anything helpful.",
02,CS15122 - Carnegie Mellon University,CS15122,4.0,3.0,1,,2026-06-09,"Clear lectures, fair exams.",
03,CS2110 - Cornell University,CS2110,4.0,3.0,1,Not sure yet,2025-11-19,"Prelims were pretty difficult and the homework is such a pain, but Matt's lectures made the class bearable as they were very engaging and interesting. He also is always helping and answering questions on Ed and making sure you understand the material","Lots of homework, Caring, Accessible outside class"
03,CS2110 - Cornell University,CS2110,4.0,4.0,1,Incomplete,2025-11-20,"He makes really hard assignments especially the last few, which can take up to 15-20 hours. He also teaches certain topics in a very theoretical way. For example, instead of applying data structures to solve problems, he asks you to create the methods of the data structure yourself. Overall good class and doable prelims, but hard assignments.","Tough grader, Respected, Accessible outside class"
03,CS2110 - Cornell University,CS2110,5.0,4.0,1,,2025-12-03,"Great lectures and great lecture notes. Really supportive professor who is very willing to help outside of class. Provides practice prelims very similar to real ones. However, homework assignments are long and very harshly graded.","Tough grader, Participation matters, Accessible outside class"
03,CS2110 - Cornell University,CS2110,3.0,4.0,1,A,2025-12-21,Overall a good lecturer and very available outside of class. I really appreciate how he has good notes/exercises for each lesson. Generous grading/grade weighting. However the hw takes hours/days and requires you to camp on Edstem because he expects something that wasn't in the assignment handout and the only way to know is to see his Ed posts.,"Lots of homework, Caring, Accessible outside class"
03,CS2110 - Cornell University,CS2110,5.0,2.0,1,A,2025-12-24,"Great lecturer and writes excellent lecture notes. Very responsive and helpful on Ed. HW can be tedious/annoying but not difficult to get high grades if you put in some time. Exams are very fair, and practice exams are extremely similar to actual ones. Overall course grading is very transparent.","Amazing lectures, Caring, Accessible outside class"
03,CS2110 - Cornell University,CS2110,4.0,3.0,1,A,2025-12-31,Really good lectures and knows data structures really well. Tests were very straightforward and clearly based on the practice materials. Assignments got reworked for FA25 and were long but not entirely useful.,"Tough grader, Amazing lectures"
03,CS2110 - Cornell University,CS2110,5.0,5.0,1,A-,2026-01-06,"Matt is fun and he is patient, but I just hate CS 2110 material .......","Participation matters, Lots of homework, Test heavy"
03,CS2110 - Cornell University,CS2110,5.0,5.0,1,,2026-02-05,goated teacher,
03,CS2110 - Cornell University,CS2110,5.0,3.0,1,A-,2026-02-24,"The class is well organized and structured for student success. Expectations and grading criteria are clearly outlined for assignments and exams. There is plenty of practice material, along with helpful exam reviews and accessible office hours. Overall, the learning environment is supportive and comfortable.",Clear grading criteria
03,CS2110 - Cornell University,CS2110,1.0,5.0,-1,Drop/Withdrawal,2026-03-17,&#27888;&#21335;&#20102;&#65292;&#38634;&#29997;&#20111;&#20102;&#65292;&#31181;&#36807;&#20219;&#34917;&#33647;&#36713;&#21834;&#65281;&#65281;&#65281;&#65281;&#65281;&#65281;&#65281;,"Tough grader, Lots of homework"
03,CS2110 - Cornell University,CS2110,1.0,5.0,-1,Drop/Withdrawal,2026-03-19,Eichhorn is super disorganized in his lectures and I can barely understand his handwriting. No curve in the class and the assignments are SUPER hard to do good in. TAs in office hours DO NOT help AT ALL. Walker was much better so please lower your expectations for Matt.,"Tough grader, Participation matters"
03,CS2110 - Cornell University,CS2110,3.0,3.0,1,A-,2026-05-01,"not that engaging lectures. compared to other engineering classes i would say courseload is reasonable and difficulty of prelims is slightly easier. lectures can just be rlly boring and he spends a lot of time writing stuff down on his slides. i honestly find michael xing, who he sometimes has lecture, more interesting. nice guy though","Participation matters, Clear grading criteria"
